FC_i,MP_i,likelihood
34,83,3.2879790617807534e-07
35,83,5.311502590592206e-07
36,83,8.495058708270237e-07
37,83,1.3451663846619705e-06
38,83,2.1088527831092878e-06
39,83,3.273234786295093e-06
40,83,5.030008187450192e-06
41,83,7.652808865120974e-06
42,83,1.1527461580331818e-05
43,83,1.719123764553504e-05
44,83,2.538290061982825e-05
45,83,3.710530462361647e-05
46,83,5.3702116346226085e-05
47,83,7.69497919661315e-05
48,83,0.0001091651835639645
49,83,0.00015332801044631294
50,83,0.00021321585895381595
51,83,0.00029354734874068245
52,83,0.00040012664762517283
53,83,0.0005399797146160308
54,83,0.000721469659275751
55,83,0.000954375665804835
56,83,0.001249917366527286
57,83,0.0016207047596669584
58,83,0.0020805931974778743
59,83,0.0026444240799316705
60,83,0.0033276350894768554
61,83,0.0041457293984307345
62,83,0.005113601398028519
63,83,0.006244727017142311
64,83,0.007550239200847487
65,83,0.009037922860260774
66,83,0.010711177524063739
67,83,0.012568008692641028
68,83,0.014600119025619524
69,83,0.0167921764668056
70,83,0.019121336861910965
71,83,0.021557092528956052
72,83,0.024061505094267473
73,83,0.02658986086964339
74,83,0.02909176102937208
75,83,0.03151262851205409
76,83,0.03379558124434886
77,83,0.035883589758959056
78,83,0.0377218095629515
79,83,0.03925995759968218
80,83,0.04045459028668291
81,83,0.041271139596776786
82,83,0.04168557418074967
83,83,0.04168557418074967
84,83,0.041271139596776786
85,83,0.040454590286682975
86,83,0.03925995759968212
87,83,0.0377218095629515
88,83,0.035883589758959056
89,83,0.03379558124434886
90,83,0.03151262851205414
91,83,0.02909176102937202
92,83,0.02658986086964339
93,83,0.024061505094267473
94,83,0.02155709252895611
95,83,0.019121336861910965
96,83,0.01679217646680554
97,83,0.014600119025619524
98,83,0.012568008692641028
99,83,0.010711177524063796
-1,84,0.0
0,84,5.87294854349739e-17
1,84,5.87294854349739e-17
2,84,1.7618845630492172e-16
3,84,3.5237691260984344e-16
4,84,8.222127960896346e-16
5,84,1.820614048484191e-15
6,84,3.934875524143252e-15
7,84,8.457045902636242e-15
8,84,1.8088681513971963e-14
9,84,3.829162450360299e-14
10,84,8.016574761873938e-14
11,84,1.6626317326641112e-13
12,84,3.414532283189383e-13
13,84,6.940650588705216e-13
14,84,1.3968808110708543e-12
15,84,2.7833665032197182e-12
16,84,5.490913240742885e-12
17,84,1.0724591335280585e-11
18,84,2.0738555896797985e-11
19,84,3.970424481677041e-11
20,84,7.525848800424927e-11
21,84,1.4123237292659807e-10
22,84,2.624062186682497e-10
23,84,4.82696759847769e-10
24,84,8.790939471589991e-10
25,84,1.585100472303014e-09
26,84,2.8296905007167774e-09
27,84,5.001285755589449e-09
28,84,8.751551015216405e-09
29,84,1.516173856787348e-08
30,84,2.6006002388330055e-08
31,84,4.416302529024122e-08
32,84,7.42514017768191e-08
33,84,1.2359790901166728e-07
34,84,2.036939911862183e-07
35,84,3.323578501121427e-07
36,84,5.369011020764267e-07
37,84,8.587035975004028e-07
38,84,1.3597307015916385e-06
39,84,2.131685646494388e-06
40,84,3.3086745871676037e-06
41,84,5.084468835765648e-06
42,84,7.735666967274488e-06
43,84,1.1652271124909243e-05
44,84,1.7377369737696805e-05
45,84,2.5657725067894083e-05
46,84,3.7507049286932613e-05
47,84,5.428355716364353e-05
48,84,7.778293883230775e-05
49,84,0.00011034713127633651
50,84,0.000154988115667346
51,84,0.0002155243788362951
52,84,0.0002967256296356495
53,84,0.0004044588784736882
54,84,0.0005458261554644882
55,84,0.0007292811188042109
56,84,0.0009647088333781812
57,84,0.0012634504081417432
58,84,0.0016382523716489085
59,84,0.0021031200901175484
60,84,0.002673055653568748
61,84,0.003363663890539709
62,84,0.004190615828505003
63,84,0.005168967122493597
64,84,0.006312339607267937
65,84,0.00763198676595898
66,84,0.00913577779807637
67,84,0.010827149039505378
68,84,0.012704084395886054
69,84,0.014758196690304424
70,84,0.016973987864109377
71,84,0.019328366425949466
72,84,0.02179049438262547
73,84,0.024322022596037926
74,84,0.02687775325621873
75,84,0.029406741861858765
76,84,0.031853820437580664
77,84,0.03416149103935814
78,84,0.03627210673335178
79,84,0.03813022921712942
80,84,0.0396850310118986
81,84,0.04089259816504896
82,84,0.04171798837622132
83,84,0.042136910105202006
84,84,0.042136910105202006
85,84,0.04171798837622132
86,84,0.04089259816504902
87,84,0.03968503101189854
88,84,0.03813022921712942
89,84,0.03627210673335178
90,84,0.03416149103935814
91,84,0.03185382043758073
92,84,0.029406741861858706
93,84,0.02687775325621873
94,84,0.024322022596037926
95,84,0.02179049438262553
96,84,0.019328366425949466
97,84,0.01697398786410932
98,84,0.014758196690304424
99,84,0.012704084395886054
-1,85,0.0
0,85,0.0
1,85,5.94851903130158e-17
2,85,5.94851903130158e-17
3,85,1.784555709390474e-16
4,85,3.569111418780948e-16
5,85,8.327926643822212e-16
6,85,1.8440408997034898e-15
7,85,3.985507750972059e-15
8,85,8.565867405074275e-15
9,85,1.8321438616408866e-14
10,85,3.87843440840863e-14
11,85,8.119728477726656e-14
12,85,1.6840257377614773e-13
13,85,3.4584689647987385e-13
14,85,7.029959791192207e-13
15,85,1.4148552515950809e-12
16,85,2.8191816245047578e-12
17,85,5.561567868315412e-12
18,85,1.0862590603059815e-11
19,85,2.100541040333214e-11
20,85,4.021514136668527e-11
21,85,7.622688073028191e-11
22,85,1.4304968823878883e-10
23,85,2.6578274509287994e-10
24,85,4.889078869048222e-10
25,85,8.904057367857058e-10
26,85,1.6054968396512721e-09
27,85,2.866101698582765e-09
28,85,5.065640074616561e-09
29,85,8.864162078358685e-09
30,85,1.5356833071264356e-08
31,85,2.6340636051773103e-08
32,85,4.473129544268237e-08
33,85,7.520683576553196e-08
34,85,1.25188311891313e-07
35,85,2.0631503480046357e-07
36,85,3.3663448299467245e-07
37,85,5.438097064828873e-07
38,85,8.697530131834617e-07
39,85,1.3772271110426262e-06
40,85,2.1591152285786946e-06
41,85,3.3512491390618866e-06
42,85,5.149893517643619e-06
43,85,7.835206086658557e-06
44,85,1.1802207363310486e-05
45,85,1.7600973996801975e-05
46,85,2.5987877253796237e-05
47,85,3.7989673302742795e-05
48,85,5.498205381557576e-05
49,85,7.8783815067961e-05
50,85,0.00011176702904601452
51,85,0.00015698243375443394
52,85,0.00021829765061310766
53,85,0.0003005437629650142
54,85,0.00040966327529695586
55,85,0.0005528496034853989
56,85,0.0007386651836374436
57,85,0.0009771222772535103
58,85,0.0012797079256310442
59,85,0.0016593326739800017
60,85,0.002130182103336947
61,85,0.0027074513439399157
62,85,0.0034069460203140062
63,85,0.004244538807740148
64,85,0.005235479090714937
65,85,0.006393563983707454
66,85,0.0077301917746606524
67,85,0.009253332920440883
68,85,0.010966467974174067
69,85,0.012867554899295398
70,85,0.014948098596431517
71,85,0.01719240158481078
72,85,0.019577075242049068
73,85,0.02207088476537669
74,85,0.024634987557054348
75,85,0.02722360422181284
76,85,0.02978513472717564
77,85,0.03226370122081353
78,85,0.034601065900748865
79,85,0.036738840058056284
80,85,0.03862087203490355
81,85,0.04019568032712444
82,85,0.04141878591691255
83,85,0.04225479688194052
84,85,0.042679109109267366
85,85,0.042679109109267366
86,85,0.04225479688194052
87,85,0.041418785916912615
88,85,0.04019568032712439
89,85,0.03862087203490355
90,85,0.036738840058056284
91,85,0.034601065900748865
92,85,0.032263701220813595
93,85,0.02978513472717558
94,85,0.02722360422181284
95,85,0.024634987557054348
96,85,0.02207088476537675
97,85,0.019577075242049068
98,85,0.01719240158481072
99,85,0.014948098596431517
-1,86,0.0
0,86,0.0
1,86,0.0
2,86,6.038787421074695e-17
3,86,6.038787421074695e-17
4,86,1.8116362263224085e-16
5,86,3.623272452644817e-16
6,86,8.454302389504573e-16
7,86,1.8720241005331556e-15
8,86,4.045987572120045e-15
9,86,8.69585388634756e-15
10,86,1.859946525691006e-14
11,86,3.937289398540701e-14
12,86,8.242944829766959e-14
13,86,1.709580718906246e-13
14,86,3.5109510066128277e-13
15,86,7.136638974226074e-13
16,86,1.4363255881026163e-12
17,86,2.8619625224699303e-12
18,86,5.645964299333786e-12
19,86,1.10274297096245e-11
20,86,2.1324166141298964e-11
21,86,4.082540352379811e-11
22,86,7.73836186922422e-11
23,86,1.452204579626332e-10
24,86,2.698159809794537e-10
25,86,4.96327032320016e-10
26,86,9.039175859840436e-10
27,86,1.6298601498699222e-09
28,86,2.9095946056232668e-09
29,86,5.142510833590286e-09
30,86,8.99867516191627e-09
31,86,1.5589872015254125e-08
32,86,2.674035349227912e-08
33,86,4.541008994444476e-08
34,86,7.634809461143334e-08
35,86,1.2708803638969302e-07
36,86,2.0944585204748295e-07
37,86,3.4174288940005386e-07
38,86,5.520619834427308e-07
39,86,8.829514586431221e-07
40,86,1.3981264429623048e-06
41,86,2.191879661875929e-06
42,86,3.402104126987421e-06
43,86,5.228042817140603e-06
44,86,7.954104829902289e-06
45,86,1.1981305093156923e-05
46,86,1.786806763351547e-05
47,86,2.638224160246476e-05
48,86,3.8566164126593274e-05
49,86,5.58164029095661e-05
50,86,7.997935434234937e-05
51,86,0.00011346308644931431
52,86,0.0001593646319861469
53,86,0.0002216103032764694
54,86,0.0003051044950390727
55,86,0.00041587988888021023
56,86,0.000561239060294855
57,86,0.0007498743798016567
58,86,0.0009919500443187211
59,86,0.0012991274102487696
60,86,0.0016845129394864092
61,86,0.0021625074783386744
62,86,0.002748536742157602
63,86,0.0034586462047934323
64,86,0.004308949408343096
65,86,0.00531492714572204
66,86,0.006490585901714896
67,86,0.007847496932543507
68,86,0.009393751646239257
69,86,0.011132883413095596
70,86,0.013062819208775535
71,86,0.01517493502132472
72,86,0.017453295161720804
73,86,0.019874156086754746
74,86,0.022405809007554428
75,86,0.02500882189248379
76,86,0.02763672064692511
77,86,0.030237122211261933
78,86,0.03275330079038681
79,86,0.035126134827461304
80,86,0.03729634956869613
81,86,0.039206941258500105
82,86,0.0408056471642265
83,86,0.04204731330186386
84,86,0.04289601067896324
85,86,0.043326761816768526
86,86,0.043326761816768526
87,86,0.04289601067896324
88,86,0.04204731330186392
89,86,0.04080564716422644
90,86,0.039206941258500105
91,86,0.03729634956869613
92,86,0.035126134827461304
93,86,0.03275330079038687
94,86,0.030237122211261874
95,86,0.02763672064692511
96,86,0.02500882189248379
97,86,0.022405809007554487
98,86,0.019874156086754746
99,86,0.017453295161720745
-1,87,0.0
0,87,0.0
1,87,0.0
2,87,0.0
3,87,6.146056356749616e-17
4,87,6.146056356749616e-17
5,87,1.843816907024885e-16
6,87,3.68763381404977e-16
7,87,8.604478899449463e-16
8,87,1.905277470592381e-15
9,87,4.117857759022243e-15
10,87,8.850321153719448e-15
11,87,1.8929853578788817e-14
12,87,4.0072287446007496e-14
13,87,8.389366926963226e-14
14,87,1.7399485545958164e-13
15,87,3.5733171658142267e-13
16,87,7.263409402406696e-13
17,87,1.4618395044528963e-12
18,87,2.9128004891543456e-12
19,87,5.746255390743054e-12
20,87,1.1223313513060474e-11
21,87,2.1702954206954246e-11
22,87,4.1550598381496484e-11
23,87,7.875820895962299e-11
24,87,1.4780005596429692e-10
25,87,2.746088095871877e-10
26,87,5.051434500527974e-10
27,87,9.199741666558461e-10
28,87,1.6588118832866947e-09
29,87,2.9612786764189158e-09
30,87,5.2338589181230926e-09
31,87,9.158521541627268e-09
32,87,1.5866799958196507e-08
33,87,2.721535104703283e-08
34,87,4.6216724071064854e-08
35,87,7.770429052937463e-08
36,87,1.293455423176152e-07
37,87,2.1316630651359863e-07
38,87,3.4781337896431346e-07
39,87,5.618684391533292e-07
40,87,8.986356112083752e-07
41,87,1.4229618155326544e-06
42,87,2.2308147298063536e-06
43,87,3.4625368038330405e-06
44,87,5.3209102339833344e-06
45,87,8.09539616868542e-06
46,87,1.219413289379355e-05
47,87,1.818546390266144e-05
48,87,2.6850877899801315e-05
49,87,3.925122738357869e-05
50,87,5.68078877418383e-05
51,87,8.140005350230496e-05
52,87,0.00011547856798114201
53,87,0.0001621954775293631
54,87,0.0002255468388273156
55,87,0.0003105241649446994
56,87,0.0004232672979638778
57,87,0.0005712085313921349
58,87,0.0007631946411393045
59,87,0.00100957037404343
60,87,0.0013222042309557157
61,87,0.0017144354880958752
62,87,0.0022009207986653507
63,87,0.002797359889991177
64,87,0.0035200832568694053
65,87,0.004385490671461079
66,87,0.005409337917017229
67,87,0.006605880280045521
68,87,0.007986894560737602
69,87,0.009560615897424853
70,87,0.011330640424800973
71,87,0.01329485829472665
72,87,0.015444492304131655
73,87,0.01776332369319126
74,87,0.020227187154452778
75,87,0.022803810645563437
76,87,0.025453061690945345
77,87,0.028127640661594743
78,87,0.03077423400065116
79,87,0.03333510827434691
80,87,0.03575009173049218
81,87,0.03795885669865929
82,87,0.03990338684709478
83,87,0.0415304910833148
84,87,0.04279421333847389
85,87,0.04365798640180025
86,87,0.04409638911149758
87,87,0.04409638911149758
88,87,0.04365798640180025
89,87,0.042794213338473955
90,87,0.04153049108331474
91,87,0.03990338684709478
92,87,0.03795885669865929
93,87,0.03575009173049218
94,87,0.03333510827434697
95,87,0.030774234000651098
96,87,0.028127640661594743
97,87,0.025453061690945345
98,87,0.022803810645563496
99,87,0.020227187154452778
-1,88,0.0
0,88,0.0
1,88,0.0
2,88,0.0
3,88,0.0
4,88,6.272940294086819e-17
5,88,6.272940294086819e-17
6,88,1.8818820882260455e-16
7,88,3.763764176452091e-16
8,88,8.782116411721545e-16
9,88,1.944611491166914e-15
10,88,4.2028699970381685e-15
11,88,9.033034023485019e-15
12,88,1.93206561057874e-14
13,88,4.0899570717446056e-14
14,88,8.562563501428507e-14
15,88,1.7758693972559783e-13
16,88,3.647087486982076e-13
17,88,7.413360839551802e-13
18,88,1.4920188489485497e-12
19,88,2.972934593576566e-12
20,88,5.864885527956471e-12
21,88,1.1455016271031938e-11
22,88,2.2151006766479374e-11
23,88,4.240840104638276e-11
24,88,8.038415429275494e-11
25,88,1.508513545451851e-10
26,88,2.8027804608054315e-10
27,88,5.155720218299515e-10
28,88,9.389668243436677e-10
29,88,1.6930576777988146e-09
30,88,3.0224136020048315e-09
31,88,5.3419107465560646e-09
32,88,9.347597138389908e-09
33,88,1.619436643900607e-08
34,88,2.7777205787116586e-08
35,88,4.717085784084777e-08
36,88,7.930847795592388e-08
37,88,1.3201585165642417e-07
38,88,2.1756707648837616e-07
39,88,3.5499390716319383e-07
40,88,5.734680854447254e-07
41,88,9.171877392662837e-07
42,88,1.4523385389720667e-06
43,88,2.276869393147799e-06
44,88,3.5340200895928306e-06
45,88,5.430759217057527e-06
46,88,8.262523783624919e-06
47,88,1.2445877997347381e-05
48,88,1.856089867389311e-05
49,88,2.7405208174554773e-05
50,88,4.0061560056541706e-05
51,88,5.798067367969882e-05
52,88,8.3080539115895e-05
53,88,0.00011786259678481834
54,88,0.00016554396631837532
55,88,0.0002302032020793285
56,88,0.00031693486579082174
57,88,0.0004320055551802724
58,88,0.0005830010017660911
59,88,0.0007789506211371224
60,88,0.0010304127250799517
61,88,0.0013495008369497896
62,88,0.0017498296192937344
63,88,0.0022463583085891433
64,88,0.0028551107494673425
65,88,0.0035927545760797877
66,88,0.0044760281301583875
67,88,0.005521012469520283
68,88,0.006742257177824837
69,88,0.008151782184628415
70,88,0.009757992640822544
71,88,0.011564558922484768
72,88,0.013569327624140221
73,88,0.015763340339355125
74,88,0.018130043475692456
75,88,0.020644772838416595
76,88,0.023274590136191358
77,88,0.025978534367597117
78,88,0.028708329413533976
79,88,0.03140956107087088
80,88,0.034023304012214824
81,88,0.03648814425322074
82,88,0.03874250867240912
83,88,0.04072718320403651
84,88,0.04238787863759772
85,88,0.043677690151645424
86,88,0.044559295613648096
87,88,0.04500674904769888
88,88,0.04500674904769888
89,88,0.044559295613648096
90,88,0.043677690151645486
91,88,0.04238787863759766
92,88,0.04072718320403651
93,88,0.03874250867240912
94,88,0.03648814425322074
95,88,0.034023304012214886
96,88,0.03140956107087082
97,88,0.028708329413533976
98,88,0.025978534367597117
99,88,0.02327459013619142
-1,89,0.0
0,89,0.0
1,89,0.0
2,89,0.0
3,89,0.0
4,89,0.0
5,89,6.422419475051332e-17
6,89,6.422419475051332e-17
7,89,1.9267258425153995e-16
8,89,3.853451685030799e-16
9,89,8.991387265071865e-16
10,89,1.9909500372659128e-15
11,89,4.3030210482843925e-15
12,89,9.248284044073917e-15
13,89,1.9781051983158102e-14
14,89,4.1874174977334684e-14
15,89,8.766602583445068e-14
16,89,1.818186953387032e-13
17,89,3.7339946827948443e-13
18,89,7.590015335615664e-13
19,89,1.5275724721409592e-12
20,89,3.0437772618110775e-12
21,89,6.004641088199243e-12
22,89,1.1727980203391237e-11
23,89,2.2678847650301263e-11
24,89,4.341895953366878e-11
25,89,8.229964479368204e-11
26,89,1.5444602241506068e-10
27,89,2.869568491308363e-10
28,89,5.278576932915477e-10
29,89,9.613416574005116e-10
30,89,1.7334018964807e-09
31,89,3.0944353156802455e-09
32,89,5.469204233460992e-09
33,89,9.570342947966621e-09
34,89,1.6580265318646885e-08
35,89,2.8439114521439296e-08
36,89,4.829490188795756e-08
37,89,8.11983359447794e-08
38,89,1.351616844644515e-07
39,89,2.2275152698107137e-07
40,89,3.634531297928381e-07
41,89,5.871333740817574e-07
42,89,9.390435940375232e-07
43,89,1.4869466119188771e-06
44,89,2.331125380945376e-06
45,89,3.6182329792009842e-06
46,89,5.560169892390507e-06
47,89,8.459413157662211e-06
48,89,1.2742453377027218e-05
49,89,1.900319013557882e-05
50,89,2.805825250146412e-05
51,89,4.1016195188500076e-05
52,89,5.936230704572686e-05
53,89,8.506028232385137e-05
54,89,0.00012067116877941439
55,89,0.00016948874744792216
56,89,0.00023568876140063488
57,89,0.0003244871717169866
58,89,0.000442299904167037
59,89,0.0005968934522215234
60,89,0.0007975123952654582
61,89,0.0010549666412626956
62,89,0.001381658369201186
63,89,0.0017915266682144832
64,89,0.002299887241494381
65,89,0.002923145769152714
66,89,0.0036783670618139746
67,89,0.004582688322588547
68,89,0.005652573808118819
69,89,0.006902919807077565
70,89,0.008346032674388059
71,89,0.009990517849006474
72,89,0.011840133169154771
73,89,0.013892673915417316
74,89,0.01613896820965589
75,89,0.01856206800048383
76,89,0.021136721365010085
77,89,0.02382920511859796
78,89,0.026597582191723135
79,89,0.029392426083741357
80,89,0.032158025944313794
81,89,0.03483405230233431
82,89,0.037357627727027734
83,89,0.03966571185837302
84,89,0.04169767960650822
85,89,0.04339794809219528
86,89,0.04471849478937555
87,89,0.04562110820876596
88,89,0.046079224102477764
89,89,0.046079224102477764
90,89,0.04562110820876596
91,89,0.04471849478937562
92,89,0.043397948092195215
93,89,0.04169767960650822
94,89,0.03966571185837302
95,89,0.037357627727027734
96,89,0.03483405230233437
97,89,0.03215802594431373
98,89,0.029392426083741357
99,89,0.026597582191723135
-1,90,0.0
0,90,0.0
1,90,0.0
2,90,0.0
3,90,0.0
4,90,0.0
5,90,0.0
6,90,6.597907871969456e-17
7,90,6.597907871969456e-17
8,90,1.9793723615908368e-16
9,90,3.9587447231816736e-16
10,90,9.237071020757239e-16
11,90,2.0453514403105313e-15
12,90,4.420598274219536e-15
13,90,9.500987335636018e-15
14,90,2.0321556245665927e-14
15,90,4.301835932524086e-14
16,90,9.006144245238308e-14
17,90,1.8678677185545532e-13
18,90,3.836023636763042e-13
19,90,7.797407523093503e-13
20,90,1.5693123873479352e-12
21,90,3.1269464777624845e-12
22,90,6.168713964897843e-12
23,90,1.2048439565003425e-11
24,90,2.3298532277498544e-11
25,90,4.460535410568567e-11
26,90,8.454842857180157e-11
27,90,1.5866615860972788e-10
28,90,2.947977566944526e-10
29,90,5.422810583109888e-10
30,90,9.876096872299522e-10
31,90,1.780765965615378e-09
32,90,3.1789887297051394e-09
33,90,5.618646649528065e-09
34,90,9.831846287700113e-09
35,90,1.7033310186324773e-08
36,90,2.9216194660244534e-08
37,90,4.961452838456973e-08
38,90,8.34170271814266e-08
39,90,1.3885488878154113e-07
40,90,2.288380662569352e-07
41,90,3.7338424801860776e-07
42,90,6.031764081742812e-07
43,90,9.647023439204965e-07
44,90,1.5275764521593258e-06
45,90,2.394821851988166e-06
46,90,3.7170988205965584e-06
47,90,5.712097885384181e-06
48,90,8.6905610700141e-06
49,90,1.3090632552278081e-05
50,90,1.952243983363695e-05
51,90,2.8824925835545362e-05
52,90,4.21369358017957e-05
53,90,6.0984343124385964e-05
54,90,8.738449871058878e-05
55,90,0.00012396842926599551
56,90,0.00017411991623109463
57,90,0.0002421288021158959
58,90,0.0003333535707129281
59,90,0.0004543854587529422
60,90,0.0006132031740433674
61,90,0.0008193038980334007
62,90,0.0010837929123271232
63,90,0.0014194112773133875
64,90,0.0018404789585876552
65,90,0.0023627301508792544
66,90,0.0030030188087415066
67,90,0.0037788760275490425
68,90,0.004707907273239547
69,90,0.005807026677462148
70,90,0.007091537560200695
71,90,0.00857408253944969
72,90,0.010263502192136762
73,90,0.012163657036946898
74,90,0.01427228211195346
75,90,0.01657995492346789
76,90,0.01906926432572294
77,90,0.02171426840360819
78,90,0.024480322508600348
79,90,0.027324343668274968
80,90,0.030195554835297875
81,90,0.03303672289690952
82,90,0.035785869918801956
83,90,0.03837840038567252
84,90,0.040749551401037976
85,90,0.04283704133424607
86,90,0.04458376854036438
87,90,0.04594039830932841
88,90,0.046867675047989846
89,90,0.04733830865782132
90,90,0.04733830865782132
91,90,0.046867675047989846
92,90,0.04594039830932848
93,90,0.04458376854036432
94,90,0.04283704133424607
95,90,0.040749551401037976
96,90,0.03837840038567252
97,90,0.035785869918802025
98,90,0.03303672289690946
99,90,0.030195554835297875
-1,91,0.0
0,91,0.0
1,91,0.0
2,91,0.0
3,91,0.0
4,91,0.0
5,91,0.0
6,91,0.0
7,91,6.80333845123687e-17
8,91,6.80333845123687e-17
9,91,2.041001535371061e-16
10,91,4.082003070742122e-16
11,91,9.524673831731618e-16
12,91,2.10903491988343e-15
13,91,4.558236762328703e-15
14,91,9.796807369781093e-15
15,91,2.095428242980956e-14
16,91,4.4357766702064393e-14
17,91,9.286556985938327e-14
18,91,1.926025115545158e-13
19,91,3.955460975549116e-13
20,91,8.040185381671733e-13
21,91,1.6181740506266896e-12
22,91,3.2243061921946897e-12
23,91,6.3607812849839115e-12
24,91,1.2423576345803649e-11
25,91,2.4023948739007634e-11
26,91,4.59941736997404e-11
27,91,8.718090434968328e-11
28,91,1.6360634290842168e-10
29,91,3.0397649563710445e-10
30,91,5.591653668063907e-10
31,91,1.0183596210081571e-09
32,91,1.8362113872482305e-09
33,91,3.277968816863126e-09
34,91,5.7935872304378316e-09
35,91,1.0137967851890354e-08
36,91,1.7563654478230405e-08
37,91,3.012586177132106e-08
38,91,5.115931220148582e-08
39,91,8.601427596803794e-08
40,91,1.431782350285674e-07
41,91,2.3596310307494162e-07
42,91,3.850098335599976e-07
43,91,6.219567369294163e-07
44,91,9.947390411854225e-07
45,91,1.5751386372537167e-06
46,91,2.46938634270897e-06
47,91,3.83283335019699e-06
48,91,5.889948137342363e-06
49,91,8.961147902903435e-06
50,91,1.3498218756931864e-05
51,91,2.0130284956903294e-05
52,91,2.972241051199762e-05
53,91,4.34488994269763e-05
54,91,6.288313425293589e-05
55,91,9.010527756010465e-05
56,91,0.00012782827495180427
57,91,0.00017954126432316345
58,91,0.0002496676554980887
59,91,0.00034373277249344277
60,91,0.00046853307490849226
61,91,0.0006322956933232317
62,91,0.0008448135107220076
63,91,0.0011175375795922057
64,91,0.0014636056623480711
65,91,0.0018977835869530236
66,91,0.002436295443539642
67,91,0.0030965199465872767
68,91,0.00389653403466023
69,91,0.004854491332466518
70,91,0.005987832605238203
71,91,0.007312337652769097
72,91,0.00884104273000476
73,91,0.010583063671556701
74,91,0.012542381196119534
75,91,0.014716659820557528
76,91,0.017096183675103814
77,91,0.019662999505518253
78,91,0.02239035767661433
79,91,0.025242534853965173
80,91,0.02817510664599446
81,91,0.031135715025692377
82,91,0.03406534488641047
83,91,0.03690008856654027
84,91,0.03957333932322274
85,91,0.0420183178208855
86,91,0.04417080324577296
87,91,0.04597191605240859
88,91,0.04737078545925446
89,91,0.04832693362220081
90,91,0.04881222074598952
91,91,0.04881222074598952
92,91,0.04832693362220081
93,91,0.04737078545925453
94,91,0.04597191605240853
95,91,0.04417080324577296
96,91,0.0420183178208855
97,91,0.03957333932322274
98,91,0.03690008856654034
99,91,0.0340653448864104
-1,92,0.0
0,92,0.0
1,92,0.0
2,92,0.0
3,92,0.0
4,92,0.0
5,92,0.0
6,92,0.0
7,92,0.0
8,92,7.043269868433106e-17
9,92,7.043269868433106e-17
10,92,2.1129809605299318e-16
11,92,4.2259619210598636e-16
12,92,9.860577815806348e-16
13,92,2.183413659214263e-15
14,92,4.7189908118501806e-15
15,92,1.0142308610543673e-14
16,92,2.1693271194773965e-14
17,92,4.592211954218385e-14
18,92,9.61406337041119e-14
19,92,1.9939496997534124e-13
20,92,4.0949571015070076e-13
21,92,8.323736330514245e-13
22,92,1.6752417382068142e-12
23,92,3.338016888746502e-12
24,92,6.585105163491532e-12
25,92,1.2861715106745694e-11
26,92,2.4871194559410983e-11
27,92,4.761623724363807e-11
28,92,9.025548870014525e-11
29,92,1.6937620163258592e-10
30,92,3.146967489238267e-10
31,92,5.788852939960367e-10
32,92,1.0542738223719726e-09
33,92,1.900968536046882e-09
34,92,3.393572018055043e-09
35,92,5.9979080362910594e-09
36,92,1.0495500703096914e-08
37,92,1.8183066924092292e-08
38,92,3.118830203662006e-08
39,92,5.296353322727583e-08
40,92,8.904771716459748e-08
41,92,1.4822766143712928e-07
42,92,2.4428474724016754e-07
43,92,3.985878667069069e-07
44,92,6.438911096488996e-07
45,92,1.0298202222265705e-06
46,92,1.630688607055399e-06
47,92,2.556473493974167e-06
48,92,3.968004802298211e-06
49,92,6.097667276105475e-06
50,92,9.277178177078287e-06
51,92,1.3974256628513377e-05
52,92,2.0840214035530243e-05
53,92,3.077062237559165e-05
54,92,4.498119950139578e-05
55,92,6.510081600244595e-05
56,92,9.328299495529402e-05
57,92,0.00013233635865023626
58,92,0.00018587309542388266
59,92,0.0002584726142460733
60,92,0.0003558550991764773
61,92,0.0004850566986370262
62,92,0.0006545946871001088
63,92,0.0008746073103906405
64,92,0.0011569494620324893
65,92,0.0015152222301993686
66,92,0.0019647121851424335
67,92,0.002522215587402384
68,92,0.0032057240416776844
69,92,0.004033952000823508
70,92,0.005025693308307332
71,92,0.006199003807906716
72,92,0.0075702198011616
73,92,0.00915283728894176
74,92,0.010956293591425375
75,92,0.01298470981418987
76,92,0.01523566810927486
77,92,0.017699109960076315
78,92,0.020356448960003378
79,92,0.0231799921020344
80,92,0.026132756206988725
81,92,0.029168750180809274
82,92,0.03223376950072358
83,92,0.035266717790971625
84,92,0.0382014335764783
85,92,0.0409689611131812
86,92,0.04350016597752602
87,92,0.04572856249844216
88,92,0.047593194642139125
89,92,0.04904139758158265
90,92,0.050031265951957976
91,92,0.050533667559788935
92,92,0.050533667559788935
93,92,0.050031265951957976
94,92,0.04904139758158272
95,92,0.047593194642139056
96,92,0.04572856249844216
97,92,0.04350016597752602
98,92,0.0409689611131812
99,92,0.03820143357647837
-1,93,0.0
0,93,0.0
1,93,0.0
2,93,0.0
3,93,0.0
4,93,0.0
5,93,0.0
6,93,0.0
7,93,0.0
8,93,0.0
9,93,7.323019719839807e-17
10,93,7.323019719839807e-17
11,93,2.1969059159519423e-16
12,93,4.3938118319038847e-16
13,93,1.0252227607775731e-15
14,93,2.2701361131503402e-15
15,93,4.906423212292671e-15
16,93,1.0545148396569324e-14
17,93,2.2554900737106607e-14
18,93,4.7746088573355544e-14
19,93,9.995921917581337e-14
20,93,2.0731468826866496e-13
21,93,4.257603665114864e-13
22,93,8.654344704906684e-13
23,93,1.7417802403638982e-12
